gmaps_url,company,rating,category,phone,updatedAt
"https://www.google.ca/maps/place/OZ+Tile+Cleaning+Melbourne,+Vic/data=!4m7!3m6!1s0x6ad643e42f2c2525:0xf175e6b518b9009c!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11gv0t44l4!19sChIJJSUsL-RD1moRnAC5GLXmdfE?authuser=0&hl=en&rclk=1","OZ Tile Cleaning Melbourne, Vic",5,,61473456457,1/26/2024 15:57
https://www.google.ca/maps/place/OZ+Carpet+Cleaning+Solutions+Vermont/data=!4m7!3m6!1s0x29957f038f0f609:0x7eebaa76d147cfab!8m2!3d-37.8332124!4d145.1790648!16s%2Fg%2F11p14v69rb!19sChIJCfbwOPBXmQIRq89H0Xaq634?authuser=0&hl=en&rclk=1,OZ Carpet Cleaning Solutions Vermont,5,,61433013095,1/26/2024 15:57
https://www.google.ca/maps/place/O2Z+Cleaning+Service/data=!4m7!3m6!1s0x6ad615dda00dee0f:0xf161e6e4ae22f3bb!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11j4t47hgs!19sChIJD-4NoN0V1moRu_MiruTmYfE?authuser=0&hl=en&rclk=1,O2Z Cleaning Service,5,,61405315788,1/26/2024 15:53
https://www.google.ca/maps/place/Novaclean/data=!4m7!3m6!1s0x6b7346b303993a19:0xdcacecbcdc855621!8m2!3d-32.8908576!4d151.7680758!16s%2Fg%2F1tg9sv_4!19sChIJGTqZA7NGc2sRIVaF3LzsrNw?authuser=0&hl=en&rclk=1,Novaclean,,,61421963203,1/26/2024 15:51
"https://www.google.ca/maps/place/Northern+Rivers+Bond+Cleaning,+Tweed+Coast/data=!4m7!3m6!1s0x6b90ef3a03d02f23:0xa8c4baa60c05a2da!8m2!3d-29.2879586!4d152.9034783!16s%2Fg%2F11n5cxhcgh!19sChIJIy_QAzrvkGsR2qIFDKa6xKg?authuser=0&hl=en&rclk=1","Northern Rivers Bond Cleaning, Tweed Coast",5,,61483899952,1/26/2024 15:50
https://www.google.ca/maps/place/Northern+Office+Cleaning+Melbourne/data=!4m7!3m6!1s0x6ad65d63248b1afd:0x678ae569644e8e0b!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11h5lhfjrt!19sChIJ_RqLJGNd1moRC45OZGnlimc?authuser=0&hl=en&rclk=1,Northern Office Cleaning Melbourne,5,,61433076020,1/26/2024 15:50
https://www.google.ca/maps/place/North+West+Carpet+Cleaning/data=!4m7!3m6!1s0x88a51fdeb0215b57:0x7842256211242c4!8m2!3d-37.4164685!4d144.9097134!16s%2Fg%2F11thl0cy_b!19sChIJV1shsN4fpYgRxEISIVYihAc?authuser=0&hl=en&rclk=1,North West Carpet Cleaning,4.9,,61415439307,1/26/2024 15:50
https://www.google.ca/maps/place/Norby%27s+Carpet+Cleaning/data=!4m7!3m6!1s0xa42bf2bd34118e63:0x4eae1ee12faa1737!8m2!3d-34.4152832!4d145.9092068!16s%2Fg%2F11v5fzg430!19sChIJY44RNL3yK6QRNxeqL-Eerk4?authuser=0&hl=en&rclk=1,Norby's Carpet Cleaning,5,,61428696528,1/26/2024 15:48
https://www.google.ca/maps/place/No1+Cleaning+Services+Group+%7C+Carpet+Cleaning+Melbourne/data=!4m7!3m6!1s0x6c2a7bef37b33133:0x5138915056ae3f69!8m2!3d-37.9725665!4d144.9015889!16s%2Fg%2F11sv57957g!19sChIJMzGzN-97KmwRaT-uVlCROFE?authuser=0&hl=en&rclk=1,No1 Cleaning Services Group | Carpet Cleaning Melbourne,5,,61415756196,1/26/2024 15:48
https://www.google.ca/maps/place/Nine+Lives+Cleaning/data=!4m7!3m6!1s0x6ad667bc2f038dd1:0x307be466dd050b12!8m2!3d-37.8417671!4d144.8782006!16s%2Fg%2F11q25m62vd!19sChIJ0Y0DL7xn1moREgsF3WbkezA?authuser=0&hl=en&rclk=1,Nine Lives Cleaning,5,,61467617552,1/26/2024 15:47
https://www.google.ca/maps/place/Nice+and+shine+cleaning+services/data=!4m7!3m6!1s0x6c3e8c6746df4085:0xf76ddf641e856c40!8m2!3d-38.0879472!4d144.3888754!16s%2Fg%2F11txdy67c4!19sChIJhUDfRmeMPmwRQGyFHmTfbfc?authuser=0&hl=en&rclk=1,Nice and shine cleaning services,,,61469838020,1/26/2024 15:47
https://www.google.ca/maps/place/Newcastle+Cleaning+Co+Pty+Ltd/data=!4m7!3m6!1s0x6b7315acfc4e023b:0xb199a4811f31afb!8m2!3d-32.9242158!4d151.7560835!16s%2Fg%2F1tfb24q5!19sChIJOwJO_KwVc2sR-xrzEUiaGQs?authuser=0&hl=en&rclk=1,Newcastle Cleaning Co Pty Ltd,4,,61484266544,1/26/2024 15:46
https://www.google.ca/maps/place/New+Model+Cleaning/data=!4m7!3m6!1s0x6b731590a8d9714d:0x438409afd0b6208!8m2!3d-32.9239206!4d151.7569398!16s%2Fg%2F11g2zfcq5t!19sChIJTXHZqJAVc2sRCGIL_ZpAOAQ?authuser=0&hl=en&rclk=1,New Model Cleaning,5,,61478156765,1/26/2024 15:46
https://www.google.ca/maps/place/New+Boda+Clean/data=!4m7!3m6!1s0x6ad66745a69bc3ab:0x8623398807ad0953!8m2!3d-37.8254205!4d144.9210864!16s%2Fg%2F11fn9qmz8f!19sChIJq8ObpkVn1moRUwmtB4g5I4Y?authuser=0&hl=en&rclk=1,New Boda Clean,3.7,,61433588517,1/26/2024 15:46
https://www.google.ca/maps/place/Nepean+Complete+Cleaning+Service/data=!4m7!3m6!1s0x6ad67523aa5311f9:0xcab81d082a235ac9!8m2!3d-38.159867!4d145.120546!16s%2Fg%2F11hdtscp6s!19sChIJ-RFTqiN11moRyVojKggduMo?authuser=0&hl=en&rclk=1,Nepean Complete Cleaning Service,5,,61418649846,1/26/2024 15:46
https://www.google.ca/maps/place/Neat+Clean/data=!4m7!3m6!1s0x6ad6147327631bfd:0xc8c51293a84b7d4b!8m2!3d-37.9819264!4d145.2034282!16s%2Fg%2F11gtgfwvf8!19sChIJ_RtjJ3MU1moRS31LqJMSxcg?authuser=0&hl=en&rclk=1,Neat Clean,5,,61469810574,1/26/2024 15:46
https://www.google.ca/maps/place/Narrawallee+Domestic+Cleaning+Services/data=!4m7!3m6!1s0x6b1450a1a43bac0d:0x6fbd42366c894445!8m2!3d-32.83115!4d150.0523617!16s%2Fg%2F11b6p76rgb!19sChIJDaw7pKFQFGsRRUSJbDZCvW8?authuser=0&hl=en&rclk=1,Narrawallee Domestic Cleaning Services,,,61487715587,1/26/2024 15:44
https://www.google.ca/maps/place/NY+CLEANING/data=!4m7!3m6!1s0x6ad641b58ceef661:0x24a805d714d8049d!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11j1cydg1c!19sChIJYfbujLVB1moRnQTYFNcFqCQ?authuser=0&hl=en&rclk=1,NY CLEANING,4.9,,61455155055,1/26/2024 15:44
https://www.google.ca/maps/place/NR+RON+MAX+Cleaning+Services/data=!4m7!3m6!1s0x6ad60ff046d38bd7:0x7c3941d58b889b31!8m2!3d-38.1070587!4d145.3050496!16s%2Fg%2F1thcmxnx!19sChIJ14vTRvAP1moRMZuIi9VBOXw?authuser=0&hl=en&rclk=1,NR RON MAX Cleaning Services,2.4,,61432042681,1/26/2024 15:44
https://www.google.ca/maps/place/N1+Cleaning+-+Commercial+Cleaning+Services/data=!4m7!3m6!1s0x6ad68eda49956df3:0x2e05f6289cebafd4!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11f3q5bn2r!19sChIJ822VSdqO1moR1K_rnCj2BS4?authuser=0&hl=en&rclk=1,N1 Cleaning - Commercial Cleaning Services,4,,61426604623,1/26/2024 15:32
https://www.google.ca/maps/place/Myom+Cleaning+Services/data=!4m7!3m6!1s0x6ad66a303a4895e9:0x378961fba1196aa2!8m2!3d-37.8796003!4d145.0611672!16s%2Fg%2F11bw3dk2n0!19sChIJ6ZVIOjBq1moRomoZofthiTc?authuser=0&hl=en&rclk=1,Myom Cleaning Services,4.9,,61452524482,1/26/2024 15:32
https://www.google.ca/maps/place/My+Vip+Cleaning+Service+%7C+Best+Cleaning+Service+in+Melbourne/data=!4m7!3m6!1s0x6ad63fc9b6b35a6d:0x9680cac6c90b2887!8m2!3d-37.8920188!4d145.1222125!16s%2Fg%2F11q9525n0k!19sChIJbVqztsk_1moRhygLycbKgJY?authuser=0&hl=en&rclk=1,My Vip Cleaning Service | Best Cleaning Service in Melbourne,5,,61405995758,1/26/2024 15:32
https://www.google.ca/maps/place/My+Mate+Cleaning+Services/data=!4m7!3m6!1s0x45edd1766ac2cdc3:0x4ee25533df9b44ee!8m2!3d-37.6146352!4d145.0260418!16s%2Fg%2F11r_n24n6m!19sChIJw83CanbR7UUR7kSb3zNV4k4?authuser=0&hl=en&rclk=1,My Mate Cleaning Services,5,,61430046935,1/26/2024 15:31
https://www.google.ca/maps/place/My+Cleaners+Albury+Wodonga/data=!4m7!3m6!1s0x6b23e3c2b4e6a7f7:0x6c618b9f01a6cc98!8m2!3d-36.1309442!4d146.9054656!16s%2Fg%2F11j3wrmcl1!19sChIJ96fmtMLjI2sRmMymAZ-LYWw?authuser=0&hl=en&rclk=1,My Cleaners Albury Wodonga,4.6,,61447423176,1/26/2024 15:31
https://www.google.ca/maps/place/Multiclean+-+Commercial+%26+Office+Cleaning+in+Newcastle/data=!4m7!3m6!1s0x412a1218a5d0ecdf:0xa99382ffcd086a44!8m2!3d-32.976663!4d151.6897003!16s%2Fg%2F11p5hs6564!19sChIJ3-zQpRgSKkERRGoIzf-Ck6k?authuser=0&hl=en&rclk=1,Multiclean - Commercial & Office Cleaning in Newcastle,,,61410452652,1/26/2024 15:31
https://www.google.ca/maps/place/Muhaini+Cleaning+Services+Pty+Ltd/data=!4m7!3m6!1s0x6ad6111e2048cd93:0x4090851c29c1bb6d!8m2!3d-38.0315805!4d145.2685137!16s%2Fg%2F11cn6vp_rm!19sChIJk81IIB4R1moRbbvBKRyFkEA?authuser=0&hl=en&rclk=1,Muhaini Cleaning Services Pty Ltd,5,,61434643416,1/26/2024 15:30
https://www.google.ca/maps/place/Mrs+Brown%27s+Cleaning+Service/data=!4m7!3m6!1s0x6b7378ae26a4f8c9:0x644c86795a6a8ffa!8m2!3d-32.7285301!4d151.8991012!16s%2Fg%2F11bw4wdvn3!19sChIJyfikJq54c2sR-o9qWnmGTGQ?authuser=0&hl=en&rclk=1,Mrs Brown's Cleaning Service,4.8,,61416528594,1/26/2024 15:30
https://www.google.ca/maps/place/Mr+steamy+steam+cleaning/data=!4m7!3m6!1s0x6b90ff38e2fe0afd:0x956c4420b44cd412!8m2!3d-28.2402248!4d153.4881163!16s%2Fg%2F11q86y12gp!19sChIJ_Qr-4jj_kGsREtRMtCBEbJU?authuser=0&hl=en&rclk=1,Mr steamy steam cleaning,5,,61499038655,1/26/2024 15:30
https://www.google.ca/maps/place/Mr+Steam+Clean/data=!4m7!3m6!1s0x4970a266002f6a3f:0x24362a174c3f64f7!8m2!3d-28.7078708!4d152.9034783!16s%2Fg%2F11s78n5p5g!19sChIJP2ovAGaicEkR92Q_TBcqNiQ?authuser=0&hl=en&rclk=1,Mr Steam Clean,5,,61437845814,1/26/2024 15:30
https://www.google.ca/maps/place/Mr+Pressure+Cleaning/data=!4m4!3m3!1s0x6b91020e7834052f:0x937a43db9fe2f810!16s%2Fg%2F11c0rmft3y!19sChIJLwU0eA4CkWsREPjin9tDepM?authuser=0&hl=en&rclk=1,Mr Pressure Cleaning,5,,61410328243,1/26/2024 15:30
https://www.google.ca/maps/place/Mr+Bee+Cleaning/data=!4m7!3m6!1s0x6739fa32091ec157:0x6fd4c7fc2c14fde3!8m2!3d-37.7707589!4d144.8457828!16s%2Fg%2F11rpw2g5pd!19sChIJV8EeCTL6OWcR4_0ULPzH1G8?authuser=0&hl=en&rclk=1,Mr Bee Cleaning,5,,61404452190,1/26/2024 15:29
https://www.google.ca/maps/place/Move+Clean+Melbourne/data=!4m7!3m6!1s0x6ad6470919852f0b:0xfb68467c63a48f4e!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11f16tq30b!19sChIJCy-FGQlH1moRTo-kY3xGaPs?authuser=0&hl=en&rclk=1,Move Clean Melbourne,5,,61406333877,1/26/2024 15:29
https://www.google.ca/maps/place/Mornington+Peninsula+Carpet+Cleaning/data=!4m7!3m6!1s0x6ad605f4049518f1:0x501fc911451061a1!8m2!3d-36.5895056!4d145.4691788!16s%2Fg%2F11ghtms77c!19sChIJ8RiVBPQF1moRoWEQRRHJH1A?authuser=0&hl=en&rclk=1,Mornington Peninsula Carpet Cleaning,4.8,,61401777736,1/26/2024 15:29
https://www.google.ca/maps/place/More+Than+Cleaning+Services/data=!4m7!3m6!1s0x6ad63f3ed0c5a247:0xe7db3048397b03e6!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F11c714rgs7!19sChIJR6LF0D4_1moR5gN7OUgw2-c?authuser=0&hl=en&rclk=1,More Than Cleaning Services,5,,61404555589,1/26/2024 15:28
https://www.google.ca/maps/place/Monster+Carpet+%26+Hard+Floor+Cleaning/data=!4m7!3m6!1s0x6ad63a69201eb7b1:0x9ba504f7f5dedb77!8m2!3d-37.7957629!4d145.2561918!16s%2Fg%2F11dx8fzx6l!19sChIJsbceIGk61moRd9ve9fcEpZs?authuser=0&hl=en&rclk=1,Monster Carpet & Hard Floor Cleaning,5,,61478250900,1/26/2024 15:28
https://www.google.ca/maps/place/Misha+Carpet+Cleaning+Melbourne/data=!4m7!3m6!1s0x6ad645bc5cf91e75:0x40290ebd3f46ba73!8m2!3d-37.9351586!4d144.9319624!16s%2Fg%2F11c2p__f__!19sChIJdR75XLxF1moRc7pGP70OKUA?authuser=0&hl=en&rclk=1,Misha Carpet Cleaning Melbourne,5,,61451157070,1/26/2024 15:28
https://www.google.ca/maps/place/Mirror+Image+Cleaning+Services/data=!4m7!3m6!1s0xa10a9fb4b5a269b:0x1e1cf2f5a4d26cbf!8m2!3d-32.205415!4d136.1073692!16s%2Fg%2F11rf82tgn9!19sChIJmyZaS_upEAoRv2zSpPXyHB4?authuser=0&hl=en&rclk=1,Mirror Image Cleaning Services,5,,61433374400,1/26/2024 15:28
https://www.google.ca/maps/place/Miri+Cleaning+Service/data=!4m7!3m6!1s0x6ad65f700004f611:0xc59184461b2d94d0!8m2!3d-37.7340398!4d144.8182808!16s%2Fg%2F11g0g_vn91!19sChIJEfYEAHBf1moR0JQtG0aEkcU?authuser=0&hl=en&rclk=1,Miri Cleaning Service,4.6,,61431990999,1/26/2024 15:28
https://www.google.ca/maps/place/Mint+Cleaning+Melbourne/data=!4m7!3m6!1s0x6ad6536614f5cce9:0x17bc31b3fa3b8bc0!8m2!3d-37.5380067!4d144.8934342!16s%2Fg%2F11kr_6sy9t!19sChIJ6cz1FGZT1moRwIs7-rMxvBc?authuser=0&hl=en&rclk=1,Mint Cleaning Melbourne,5,,61424481364,1/26/2024 15:27
https://www.google.ca/maps/place/Mike%E2%80%99s+Carpet+Cleaning+Services/data=!4m7!3m6!1s0x6b90ff55f9397d0d:0xb9b8b9c64040e81a!8m2!3d-28.2229549!4d153.5402447!16s%2Fg%2F11h2nsm5g3!19sChIJDX05-VX_kGsRGuhAQMa5uLk?authuser=0&hl=en&rclk=1,Mike’s Carpet Cleaning Services,4.9,,61401246546,1/26/2024 15:27
https://www.google.ca/maps/place/Metro+Cleaning+Services/data=!4m7!3m6!1s0x6ad64aedf8081c91:0xd4bab6c50923cead!8m2!3d-37.609762!4d145.1106401!16s%2Fg%2F11b5pkby20!19sChIJkRwI-O1K1moRrc4jCcW2utQ?authuser=0&hl=en&rclk=1,Metro Cleaning Services,5,,61432029792,1/26/2024 15:27
https://www.google.ca/maps/place/Metro+Carpet+%26+Tile+Cleaning/data=!4m7!3m6!1s0x6ad61be86508d6d9:0x57e5ad942b293c7d!8m2!3d-38.0796464!4d145.3359759!16s%2Fg%2F1pztwm1fy!19sChIJ2dYIZegb1moRfTwpK5St5Vc?authuser=0&hl=en&rclk=1,Metro Carpet & Tile Cleaning,4.8,,61407550297,1/26/2024 15:27
https://www.google.ca/maps/place/Meloway+Cleaning+Services/data=!4m7!3m6!1s0x6ad6757e9ffb57d9:0xa8916802db525b2a!8m2!3d-37.9211817!4d145.061117!16s%2Fg%2F11lsqdrwr6!19sChIJ2Vf7n3511moRKltS2wJokag?authuser=0&hl=en&rclk=1,Meloway Cleaning Services,5,,61476894778,1/26/2024 15:26
https://www.google.ca/maps/place/Melbourne+Cleaning/data=!4m7!3m6!1s0x6ad642d16029144f:0x706d3f208172180d!8m2!3d-37.9725665!4d145.0531353!16s%2Fg%2F1tfrgxfy!19sChIJTxQpYNFC1moRDRhygSA_bXA?authuser=0&hl=en&rclk=1,Melbourne Cleaning,2.3,,61491032962,1/26/2024 15:25
https://www.google.ca/maps/place/Melbourne+Cleaners/data=!4m7!3m6!1s0x6ad63f8da1de6c93:0xb680c9725cb09ba4!8m2!3d-37.872369!4d145.147223!16s%2Fg%2F11bw67b3v1!19sChIJk2zeoY0_1moRpJuwXHLJgLY?authuser=0&hl=en&rclk=1,Melbourne Cleaners,4,,61452530205,1/26/2024 15:24
https://www.google.ca/maps/place/Melbourne+Central+Cleaning/data=!4m7!3m6!1s0x6ad642b40bb8629b:0xcdb9cd9cbcdc2e08!8m2!3d-37.8178556!4d144.9655457!16s%2Fg%2F11f53pdnvc!19sChIJm2K4C7RC1moRCC7cvJzNuc0?authuser=0&hl=en&rclk=1,Melbourne Central Cleaning,2.7,,61414626876,1/26/2024 15:23
https://www.google.ca/maps/place/Melbourne+Carpet+Steam+Cleaners/data=!4m7!3m6!1s0x6ad6538d105d5665:0x5e4ef477a3db3219!8m2!3d-37.7830306!4d145.1224914!16s%2Fg%2F1tkkt_tv!19sChIJZVZdEI1T1moRGTLbo3f0Tl4?authuser=0&hl=en&rclk=1,Melbourne Carpet Steam Cleaners,5,,61433912675,1/26/2024 15:23
