gmaps_url,company,rating,category,phone,latitude,longitude,updatedAt
https://www.google.ca/maps/place/Ace+Carpet+Repairs/data=!4m7!3m6!1s0x6b12ad3f5e86e123:0x660129b6b1090c0e!8m2!3d-33.8874445!4d151.2780798!16s%2Fg%2F11gm9q310w!19sChIJI-GGXj-tEmsRDgwJsbYpAWY?authuser=0&hl=en&rclk=1,Ace Carpet Repairs,5,Carpet installer,61402500047,-33.8874445,151.2780798,1/15/2024 11:46
https://www.google.ca/maps/place/Prestige+Rug+Cleaning/data=!4m7!3m6!1s0x6b12c7ef2332a543:0x61b3005ebd744a27!8m2!3d-34.0165778!4d151.0657178!16s%2Fg%2F11sbbg8kr4!19sChIJQ6UyI-_HEmsRJ0p0vV4As2E?authuser=0&hl=en&rclk=1,Prestige Rug Cleaning,5,Carpet cleaning service,61402502681,-34.0165778,151.0657178,1/16/2024 9:30
https://www.google.ca/maps/place/Balmain+Carpet+Cleaners/data=!4m7!3m6!1s0x6b12afb6c810b79d:0x32a5cb8f35966d4f!8m2!3d-33.856616!4d151.179679!16s%2Fg%2F1tlbp992!19sChIJnbcQyLavEmsRT22WNY_LpTI?authuser=0&hl=en&rclk=1,Balmain Carpet Cleaners,5,Carpet cleaning service,61402532637,-33.856616,151.179679,1/15/2024 12:06
https://www.google.ca/maps/place/Carpet+Cleaning+%26+Handyman+Services+Mornington/data=!4m7!3m6!1s0x6ad5d95143424e45:0x63d9697632a8487c!8m2!3d-38.2209124!4d145.0773987!16s%2Fg%2F11bwklmm2f!19sChIJRU5CQ1HZ1WoRfEioMnZp2WM?authuser=0&hl=en&rclk=1,Carpet Cleaning & Handyman Services Mornington,,Carpet cleaning service,61402610221,-38.2209124,145.0773987,10/12/2023 10:36
https://www.google.ca/maps/place/Focus+Cleaning/data=!4m7!3m6!1s0x6b0d587ab7d3c571:0xd7c35516d20886c3!8m2!3d-33.5852472!4d151.0764486!16s%2Fg%2F11b6b388cw!19sChIJccXTt3pYDWsRw4YI0hZVw9c?authuser=0&hl=en&rclk=1,Focus Cleaning,5,Carpet cleaning service,61402687790,-33.5852472,151.0764486,1/16/2024 7:09
https://www.google.ca/maps/place/Jet+Carpet+Cleaning+%26+Services/data=!4m7!3m6!1s0x6b128f61067bbdb5:0x7fa702c8423a7ddd!8m2!3d-33.7622732!4d150.6911456!16s%2Fg%2F11bbs2_cvy!19sChIJtb17BmGPEmsR3X06QsgCp38?authuser=0&hl=en&rclk=1,Jet Carpet Cleaning & Services,4.9,Carpet cleaning service,61402725140,-33.7622732,150.6911456,1/16/2024 7:46
https://www.google.ca/maps/place/Masters+of+Cleaning/data=!4m7!3m6!1s0x6b12f3849c972ae1:0x993aef18e13f336c!8m2!3d-34.0115643!4d150.7375439!16s%2Fg%2F11fnsx8fmr!19sChIJ4SqXnITzEmsRbDM_4RjvOpk?authuser=0&hl=en&rclk=1,Masters of Cleaning,5,Carpet cleaning service,61402733307,-34.0115643,150.7375439,1/16/2024 8:24
https://www.google.ca/maps/place/Snowy+Services/data=!4m7!3m6!1s0x6b3cc571f150a56f:0x672730ecf8b78610!8m2!3d-36.4197708!4d148.6267005!16s%2Fg%2F11sd1qm0f6!19sChIJb6VQ8XHFPGsREIa3-OwwJ2c?authuser=0&hl=en&rclk=1,Snowy Services,5,Carpet cleaning service,61402919728,-36.4197708,148.6267005,1/16/2024 9:58
https://www.google.ca/maps/place/Bungendore+Carpet+Cleaning/data=!4m7!3m6!1s0x6b165e49dc2de16b:0x47a77d87f33d6193!8m2!3d-35.2446649!4d149.4489355!16s%2Fg%2F1hm56zh2y!19sChIJa-Et3EleFmsRk2E984d9p0c?authuser=0&hl=en&rclk=1,Bungendore Carpet Cleaning,5,Carpet cleaning service,61403004956,-35.2446649,149.4489355,1/15/2024 12:21
https://www.google.ca/maps/place/Cleano+Specialists/data=!4m7!3m6!1s0x6b910595ca592aa9:0xef3bf814ff81875c!8m2!3d-27.9542216!4d153.3693614!16s%2Fg%2F11jmq0mzs4!19sChIJqSpZypUFkWsRXIeB_xT4O-8?authuser=0&hl=en&rclk=1,Cleano Specialists,4.9,Carpet cleaning service,61403095195,-27.9542216,153.3693614,1/16/2024 6:07
https://www.google.ca/maps/place/Dinno%27s+Carpet+Cleaning+%26+Pest+Control+upholstery+cleaning+Logan+areas/data=!4m7!3m6!1s0x6b9146900b1b9b61:0x3560ce77ce3e2071!8m2!3d-27.7571465!4d153.0448391!16s%2Fg%2F1tznmj6y!19sChIJYZsbC5BGkWsRcSA-znfOYDU?authuser=0&hl=en&rclk=1,Dinno's Carpet Cleaning & Pest Control upholstery cleaning Logan areas,4.8,Carpet cleaning service,61403199602,-27.7571465,153.0448391,1/16/2024 6:27
https://www.google.ca/maps/place/Alice+Springs+Carpet+Cleaning/data=!4m7!3m6!1s0x2b321943f1e68fcf:0xc93dc10af5611867!8m2!3d-23.7049353!4d133.8688031!16s%2Fg%2F1td8ntq8!19sChIJz4_m8UMZMisRZxhh9QrBPck?authuser=0&hl=en&rclk=1,Alice Springs Carpet Cleaning,3,Cleaners,61403235350,-23.7049353,133.8688031,1/15/2024 11:50
https://www.google.ca/maps/place/AAA+DIAMOND+CARPET+CLEANING/data=!4m7!3m6!1s0x6b9103020a6ca355:0x43b80094b4d26baa!8m2!3d-28.0949028!4d153.3897542!16s%2Fg%2F11hdyjwlcj!19sChIJVaNsCgIDkWsRqmvStJQAuEM?authuser=0&hl=en&rclk=1,AAA DIAMOND CARPET CLEANING,5,Carpet cleaning service,61403256964,-28.0949028,153.3897542,1/15/2024 11:40
https://www.google.ca/maps/place/Carpet+and+Upholstery+Cleaning+by+K%26N/data=!4m7!3m6!1s0x2cc09106f8436e37:0xc6f791f716ba40f2!8m2!3d-12.5173997!4d130.9847516!16s%2Fg%2F11pb1lhgyq!19sChIJN25D-AaRwCwR8kC6FveR98Y?authuser=0&hl=en&rclk=1,Carpet and Upholstery Cleaning by K&N,5,Carpet cleaning service,61403402707,-12.5173997,130.9847516,1/16/2024 5:48
https://www.google.ca/maps/place/Greg%27s+Carpet+Cleaning/data=!4m7!3m6!1s0x6b9145c656bf4933:0xbad0680b2467f89d!8m2!3d-27.6610415!4d153.0387775!16s%2Fg%2F1w0p5t1x!19sChIJM0m_VsZFkWsRnfhnJAto0Lo?authuser=0&hl=en&rclk=1,Greg's Carpet Cleaning,5,Carpet cleaning service,61403548727,-27.6610415,153.0387775,1/16/2024 7:24
https://www.google.ca/maps/place/TD%27S+PROPERTY+MAINTENANCE+AND+CARPET+CLEANING/data=!4m7!3m6!1s0x2066ba9303ea3397:0xe6b0b220b32d273a!8m2!3d-34.5400448!4d148.3808362!16s%2Fg%2F11qf_t7_q3!19sChIJlzPqA5O6ZiAROictsyCysOY?authuser=0&hl=en&rclk=1,TD'S PROPERTY MAINTENANCE AND CARPET CLEANING,,,61403561974,-34.5400448,148.3808362,1/16/2024 10:21
https://www.google.ca/maps/place/A.C+Millennium+Carpet+Cleaning/data=!4m7!3m6!1s0x6b0d59b425d2ee57:0x472d006e242725ff!8m2!3d-33.6552586!4d151.1132037!16s%2Fg%2F11dxjl83g_!19sChIJV-7SJbRZDWsR_yUnJG4ALUc?authuser=0&hl=en&rclk=1,A.C Millennium Carpet Cleaning,4,Carpet cleaning service,61403888780,-33.6552586,151.1132037,1/15/2024 11:38
https://www.google.ca/maps/place/Thorntons+Carpet+Cleaning/data=!4m7!3m6!1s0x6b12bd8dc831094b:0x52759964c251d9fe!8m2!3d-33.8917344!4d150.9623492!16s%2Fg%2F11fjtxk06l!19sChIJSwkxyI29EmsR_tlRwmSZdVI?authuser=0&hl=en&rclk=1,Thorntons Carpet Cleaning,5,Carpet cleaning service,61404002999,-33.8917344,150.9623492,1/16/2024 10:31
https://www.google.ca/maps/place/Solutions+Carpet+Cleaning+Shellharbour/data=!4m7!3m6!1s0xae6229bf01705f73:0xab95136d58232e30!8m2!3d-34.5755215!4d150.7806664!16s%2Fg%2F11pyc2twyd!19sChIJc19wAb8pYq4RMC4jWG0Tlas?authuser=0&hl=en&rclk=1,Solutions Carpet Cleaning Shellharbour,5,Carpet cleaning service,61404018765,-34.5755215,150.7806664,1/16/2024 9:58
https://www.google.ca/maps/place/GW+Carpet+%26+Upholstery+Cleaning/data=!4m7!3m6!1s0x803024a4e1698f79:0x3b90604a504da37a!8m2!3d-33.0375702!4d151.5352803!16s%2Fg%2F11tk4dpjxy!19sChIJeY9p4aQkMIAReqNNUEpgkDs?authuser=0&hl=en&rclk=1,GW Carpet & Upholstery Cleaning,5,Carpet cleaning service,61404102797,-33.0375702,151.5352803,1/16/2024 7:15
https://www.google.ca/maps/place/Harbour+Carpet+Cleaning/data=!4m7!3m6!1s0x6b9c0c46588a9403:0x349a1a46a19296e8!8m2!3d-30.2748695!4d153.1364846!16s%2Fg%2F11xkwnmcg!19sChIJA5SKWEYMnGsR6JaSoUYamjQ?authuser=0&hl=en&rclk=1,Harbour Carpet Cleaning,4.9,Carpet cleaning service,61404275282,-30.2748695,153.1364846,1/16/2024 7:27
"https://www.google.ca/maps/place/ChemDry+Nova,+Carpet,+Upholstery+and+Leather+Cleaning+Service/data=!4m7!3m6!1s0x6b733df17c13f5cb:0x114e6a19307290d!8m2!3d-32.9426891!4d151.7031937!16s%2Fg%2F11hz0slpd0!19sChIJy_UTfPE9c2sRDSkHk6HmFAE?authuser=0&hl=en&rclk=1","ChemDry Nova, Carpet, Upholstery and Leather Cleaning Service",4.9,Carpet cleaning service,61404612811,-32.9426891,151.7031937,1/16/2024 5:53
https://www.google.ca/maps/place/Chemical+Free+Carpet+Cleaning/data=!4m7!3m6!1s0x6b12af90b0e31c1f:0xd58074615eea5a14!8m2!3d-33.860905!4d151.1653073!16s%2Fg%2F11lrkh9624!19sChIJHxzjsJCvEmsRFFrqXmF0gNU?authuser=0&hl=en&rclk=1,Chemical Free Carpet Cleaning,4.9,Carpet cleaning service,61404886577,-33.860905,151.1653073,1/16/2024 5:54
https://www.google.ca/maps/place/Optimum+cleaning+company/data=!4m7!3m6!1s0x6b12bd121a08d5f5:0x12de02713dbff2a6!8m2!3d-33.8492383!4d151.0244621!16s%2Fg%2F11s3358tys!19sChIJ9dUIGhK9EmsRpvK_PXEC3hI?authuser=0&hl=en&rclk=1,Optimum cleaning company,5,Carpet cleaning service,61404933300,-33.8492383,151.0244621,1/16/2024 9:20
https://www.google.ca/maps/place/DryPro+Carpet+Cleaning+%28Formally+Drytron+%29/data=!4m7!3m6!1s0x6b26dbf66267facd:0x5135f3821e942500!8m2!3d-36.3568906!4d146.2981199!16s%2Fg%2F11ckqrrwr3!19sChIJzfpnYvbbJmsRACWUHoLzNVE?authuser=0&hl=en&rclk=1,DryPro Carpet Cleaning (Formally Drytron ),4.4,Carpet cleaning service,61404985666,-36.3568906,146.2981199,1/16/2024 6:31
https://www.google.ca/maps/place/Clean+%26+Clear/data=!4m7!3m6!1s0x6b12ac20a02907b3:0xab67ed4fd626eb84!8m2!3d-33.7769082!4d150.9661444!16s%2Fg%2F1w8wb51j!19sChIJswcpoCCsEmsRhOsm1k_tZ6s?authuser=0&hl=en&rclk=1,Clean & Clear,4.3,Carpet cleaning service,61405009806,-33.7769082,150.9661444,1/16/2024 5:56
https://www.google.ca/maps/place/Mr+%26+Mrs+Steamer+Carpet+cleaning+-+Carpet+cleaning+Canberra/data=!4m7!3m6!1s0xe7487155f3d200f:0x2ffda1e1b7fc4f53!8m2!3d-35.3139797!4d149.1297825!16s%2Fg%2F11s85m4_0t!19sChIJDyA9XxWHdA4RU0_8t-Gh_S8?authuser=0&hl=en&rclk=1,Mr & Mrs Steamer Carpet cleaning - Carpet cleaning Canberra,5,Carpet cleaning service,61405274428,-35.3139797,149.1297825,1/16/2024 9:06
https://www.google.ca/maps/place/Dr+Steamclean/data=!4m7!3m6!1s0x6b12ba6127766103:0x9597080697fdaad5!8m2!3d-33.8482439!4d150.9319747!16s%2Fg%2F1tflgd0h!19sChIJA2F2J2G6EmsR1ar9lwYIl5U?authuser=0&hl=en&rclk=1,Dr Steamclean,4.8,Carpet cleaning service,61405380981,-33.8482439,150.9319747,1/16/2024 6:30
https://www.google.ca/maps/place/Platinum+Carpet+Cleaning/data=!4m7!3m6!1s0x6b12c77ece825271:0x24996a31d6e7307a!8m2!3d-34.0257717!4d151.0635569!16s%2Fg%2F11tfcrhbz5!19sChIJcVKCzn7HEmsRejDn1jFqmSQ?authuser=0&hl=en&rclk=1,Platinum Carpet Cleaning,5,Carpet cleaning service,61405386925,-34.0257717,151.0635569,1/16/2024 9:28
https://www.google.ca/maps/place/Spot+On+Carpet+Services/data=!4m7!3m6!1s0x6b12934ccb9dc787:0xd1145b134124d24b!8m2!3d-33.8482439!4d150.9319747!16s%2Fg%2F11h4qllfrs!19sChIJh8edy0yTEmsRS9IkQRNbFNE?authuser=0&hl=en&rclk=1,Spot On Carpet Services,5,Carpet cleaning service,61405554247,-33.8482439,150.9319747,1/16/2024 10:01
https://www.google.ca/maps/place/True+Blue+Carpet+Cleaning/data=!4m7!3m6!1s0x6b12bb44eb95d1f9:0x119ce7371b948f90!8m2!3d-33.9068418!4d151.0561478!16s%2Fg%2F11q83vl37l!19sChIJ-dGV60S7EmsRkI-UGzfnnBE?authuser=0&hl=en&rclk=1,True Blue Carpet Cleaning,4.9,Carpet cleaning service,61405831686,-33.9068418,151.0561478,1/16/2024 10:37
"https://www.google.ca/maps/place/Riico+Cleaning+Services+%7C+Specialists+in+Commercial+Kitchen,+Restaurant,+Carpet+Cleaning/data=!4m7!3m6!1s0x6b1299ca9fb92c83:0xd6e75b2897f3cabf!8m2!3d-33.7914451!4d150.9061692!16s%2Fg%2F11vbqssjph!19sChIJgyy5n8qZEmsRv8rzlyhb59Y?authuser=0&hl=en&rclk=1","Riico Cleaning Services | Specialists in Commercial Kitchen, Restaurant, Carpet Cleaning",5,Commercial cleaning service,61405911752,-33.7914451,150.9061692,1/16/2024 9:42
https://www.google.ca/maps/place/PRO-TECH+Carpet+Cleaning/data=!4m7!3m6!1s0x6b17ad94419bc197:0x7ed08c149a3dd065!8m2!3d-35.1963453!4d149.0633401!16s%2Fg%2F11j97kdgyw!19sChIJl8GbQZStF2sRZdA9mhSM0H4?authuser=0&hl=en&rclk=1,PRO-TECH Carpet Cleaning,5,Carpet cleaning service,61406219786,-35.1963453,149.0633401,1/16/2024 9:22
https://www.google.ca/maps/place/Limpio+Cleaning+Solutions+Pty+Ltd/data=!4m7!3m6!1s0x6b12b090b9df6c53:0x265cb82fa265258c!8m2!3d-33.9474417!4d151.060391!16s%2Fg%2F11cm6rt1z9!19sChIJU2zfuZCwEmsRjCVloi-4XCY?authuser=0&hl=en&rclk=1,Limpio Cleaning Solutions Pty Ltd,5,Carpet cleaning service,61406473030,-33.9474417,151.060391,1/16/2024 8:17
https://www.google.ca/maps/place/Sydney+Advanced+Cleaning/data=!4m7!3m6!1s0x6b12b9a189826677:0xa9ca04320e96e13c!8m2!3d-33.9523178!4d151.0768623!16s%2Fg%2F11h04f3c17!19sChIJd2aCiaG5EmsRPOGWDjIEyqk?authuser=0&hl=en&rclk=1,Sydney Advanced Cleaning,5,Carpet cleaning service,61406651632,-33.9523178,151.0768623,1/16/2024 10:17
https://www.google.ca/maps/place/Clean+As+A+Whistle+Floor+Care/data=!4m7!3m6!1s0x6b9e0bb57a7ce15b:0xcc06a1b58f796be4!8m2!3d-31.1146404!4d152.8973818!16s%2Fg%2F11fm2pk631!19sChIJW-F8erULnmsR5Gt5j7WhBsw?authuser=0&hl=en&rclk=1,Clean As A Whistle Floor Care,4.9,Carpet cleaning service,61406730483,-31.1146404,152.8973818,1/16/2024 5:57
"https://www.google.ca/maps/place/Coastwide+Carpet,+Tile+%26+Upholstery+Cleaning/data=!4m7!3m6!1s0xf4cd597f831a10d:0xb9435c3756407ac0!8m2!3d-33.4748213!4d151.3980678!16s%2Fg%2F11sdp1x64j!19sChIJDaEx-JfVTA8RwHpAVjdcQ7k?authuser=0&hl=en&rclk=1","Coastwide Carpet, Tile & Upholstery Cleaning",4.9,Carpet cleaning service,61406768151,-33.4748213,151.3980678,1/16/2024 6:10
https://www.google.ca/maps/place/Steam+and+Dryclean+%7C+Carpet+Cleaning+Services/data=!4m7!3m6!1s0x6b9104fbb9ca25e1:0xa15595b5546f6ff8!8m2!3d-28.0328909!4d153.431436!16s%2Fg%2F11f554hc4v!19sChIJ4SXKufsEkWsR-G9vVLWVVaE?authuser=0&hl=en&rclk=1,Steam and Dryclean | Carpet Cleaning Services,5,Carpet cleaning service,61406846370,-28.0328909,153.431436,1/16/2024 10:09
https://www.google.ca/maps/place/Chem+Dry+Deluxe/data=!4m7!3m6!1s0x6b12b84ecd7851d7:0x8452fe12b138ef9e!8m2!3d-34.0577706!4d151.0772386!16s%2Fg%2F1vxvj00x!19sChIJ11F4zU64EmsRnu84sRL-UoQ?authuser=0&hl=en&rclk=1,Chem Dry Deluxe,5,Carpet cleaning service,61407118551,-34.0577706,151.0772386,1/16/2024 5:50
https://www.google.ca/maps/place/Illawarra+Carpet+Cleaning/data=!4m7!3m6!1s0x6b131edbdff74637:0xbfbcfb3b682f998d!8m2!3d-34.2855285!4d150.5153095!16s%2Fg%2F11b5qw81t4!19sChIJN0b339seE2sRjZkvaDv7vL8?authuser=0&hl=en&rclk=1,Illawarra Carpet Cleaning,3.5,Carpet cleaning service,61407210255,-34.2855285,150.5153095,1/16/2024 7:39
https://www.google.ca/maps/place/Coffs+Mat+Man/data=!4m7!3m6!1s0x6b9c0dcbec5b8c99:0x4b758beaafe73ec9!8m2!3d-30.2901004!4d153.1272514!16s%2Fg%2F1tdy01r5!19sChIJmYxb7MsNnGsRyT7nr-qLdUs?authuser=0&hl=en&rclk=1,Coffs Mat Man,5,Carpet cleaning service,61407256351,-30.2901004,153.1272514,1/16/2024 6:11
https://www.google.ca/maps/place/McCabe%27s+Carpet+Cleaning/data=!4m7!3m6!1s0x6b13ab07b6be16f3:0x76f0c18a7c1907c6!8m2!3d-34.2855285!4d150.438462!16s%2Fg%2F11j5g2dyb3!19sChIJ8xa-tgerE2sRxgcZfIrB8HY?authuser=0&hl=en&rclk=1,McCabe's Carpet Cleaning,4.5,Cleaners,61407274291,-34.2855285,150.438462,1/16/2024 8:25
